road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
rural,2,0.86,70,dim,foggy,False,False,evening,False,True,1,0.59
urban,1,0.6,35,dim,foggy,False,True,evening,True,True,1,0.31
rural,3,0.17,25,daylight,clear,True,True,morning,True,False,0,0.06
urban,3,0.42,35,dim,foggy,False,False,morning,True,True,1,0.22
rural,2,0.93,35,daylight,foggy,True,True,morning,True,False,0,0.39
highway,1,0.9,35,night,clear,True,False,afternoon,False,False,2,0.43
rural,2,0.07,60,night,foggy,True,False,afternoon,True,False,0,0.51
urban,3,0.27,35,dim,clear,True,True,morning,True,True,5,0.2
highway,3,0.15,25,dim,foggy,True,False,afternoon,True,False,1,0.2
rural,4,0.53,35,daylight,rainy,True,True,evening,False,False,1,0.22
urban,3,0.75,45,dim,rainy,True,False,evening,False,False,2,0.35
highway,3,0.3,70,dim,clear,True,False,evening,True,False,1,0.24
rural,1,0.76,60,dim,foggy,False,False,afternoon,False,True,1,0.57
urban,1,0.67,45,daylight,clear,True,False,morning,True,False,0,0.26
rural,4,0.73,45,night,foggy,True,False,afternoon,False,True,2,0.46
rural,4,0.95,25,daylight,clear,False,True,afternoon,False,True,3,0.36
highway,4,0.42,25,daylight,rainy,False,False,morning,False,False,2,0.19
highway,2,0.34,60,dim,clear,False,True,evening,True,True,2,0.3
urban,2,0.68,60,night,rainy,False,False,morning,True,True,2,0.68
highway,4,0.81,70,daylight,rainy,False,True,evening,False,False,0,0.59
urban,2,0.19,35,dim,rainy,False,True,morning,False,False,1,0.17
rural,3,0.85,60,daylight,clear,False,True,afternoon,True,True,3,0.57
rural,4,0.06,60,dim,clear,False,True,morning,True,True,3,0.3
urban,4,0.01,35,night,rainy,False,True,morning,False,False,1,0.33
rural,2,0.16,70,night,clear,True,False,evening,True,True,3,0.6
highway,1,0.98,25,dim,foggy,False,True,morning,True,True,1,0.37
rural,4,0.52,70,daylight,rainy,True,True,morning,False,True,3,0.6
highway,2,0.05,35,daylight,foggy,False,True,morning,False,False,0,0.06
urban,2,1.0,25,night,rainy,False,False,morning,True,False,1,0.72
urban,1,0.74,25,daylight,foggy,True,False,afternoon,True,False,0,0.28
rural,4,0.84,25,dim,rainy,True,False,morning,False,False,1,0.41
rural,1,0.21,70,dim,rainy,False,False,morning,False,False,4,0.43
highway,3,0.11,35,dim,rainy,True,True,evening,True,False,1,0.14
highway,1,0.52,70,night,clear,True,False,morning,False,False,1,0.59
rural,1,0.77,70,night,foggy,True,False,afternoon,False,True,1,0.78
rural,2,0.64,45,night,rainy,False,False,evening,False,False,1,0.51
urban,1,0.63,60,dim,clear,True,True,evening,True,False,1,0.43
urban,3,0.76,70,night,rainy,True,False,morning,False,False,1,0.66
urban,2,0.23,45,dim,foggy,True,True,evening,True,True,1,0.17
rural,3,0.66,35,daylight,rainy,False,False,evening,False,True,3,0.47
rural,1,0.39,45,night,clear,False,True,morning,False,True,0,0.36
rural,3,0.07,70,daylight,rainy,True,False,afternoon,True,False,1,0.32
urban,3,0.2,35,daylight,rainy,True,True,afternoon,True,True,2,0.17
rural,1,0.79,45,night,rainy,True,True,morning,True,False,0,0.5
highway,1,0.9,70,night,rainy,False,True,evening,False,False,2,0.67
rural,2,0.28,35,daylight,clear,True,False,morning,True,True,1,0.13
rural,2,0.19,35,daylight,rainy,True,True,morning,False,True,2,0.18
rural,4,0.03,60,daylight,foggy,True,False,evening,True,False,3,0.42
rural,2,0.95,70,dim,foggy,True,False,evening,True,False,4,0.6
rural,1,0.68,60,daylight,rainy,True,True,morning,False,True,1,0.49
highway,3,0.96,35,dim,clear,True,True,evening,False,False,1,0.21
highway,3,0.86,35,night,foggy,False,False,evening,True,True,1,0.45
rural,2,0.34,45,daylight,rainy,False,False,afternoon,False,True,0,0.17
urban,2,0.11,60,night,rainy,False,True,afternoon,True,False,2,0.62
rural,1,0.5,25,daylight,clear,True,False,morning,True,False,1,0.17
rural,3,0.03,70,night,rainy,False,True,morning,True,True,0,0.49
rural,4,0.15,60,daylight,clear,False,True,morning,True,False,4,0.32
urban,4,0.23,35,dim,foggy,True,False,afternoon,True,True,2,0.14
urban,2,0.67,45,night,rainy,True,False,evening,True,True,2,0.56
urban,4,0.51,70,night,clear,True,False,morning,True,False,2,0.55
highway,1,0.3,70,daylight,rainy,True,True,afternoon,False,True,3,0.57
urban,4,0.56,45,dim,rainy,False,False,morning,False,False,2,0.27
highway,2,0.13,35,dim,foggy,True,True,afternoon,False,False,0,0.24
highway,1,0.76,25,dim,rainy,False,True,afternoon,True,True,1,0.38
urban,3,0.71,45,daylight,clear,True,True,evening,True,True,1,0.21
urban,1,0.22,25,night,clear,True,False,afternoon,False,True,1,0.22
urban,2,0.61,60,daylight,clear,False,False,evening,True,True,0,0.4
highway,2,0.5,70,dim,rainy,False,False,morning,False,False,2,0.4
rural,4,0.06,35,dim,rainy,False,True,evening,True,True,2,0.13
urban,4,0.28,25,night,foggy,False,False,morning,False,False,2,0.47
urban,3,1.0,35,daylight,rainy,False,True,morning,True,True,2,0.45
urban,3,0.1,60,daylight,clear,True,False,evening,True,False,0,0.21
highway,2,0.51,25,dim,clear,True,False,morning,True,True,1,0.13
highway,2,0.85,35,night,foggy,False,True,morning,False,True,1,0.58
rural,2,0.3,35,night,clear,True,True,morning,False,True,1,0.27
urban,3,0.26,60,dim,clear,True,True,morning,True,True,0,0.3
highway,2,0.89,45,daylight,clear,True,False,afternoon,True,True,2,0.24
rural,3,0.3,60,daylight,foggy,True,True,afternoon,True,False,3,0.45
urban,2,0.65,25,night,foggy,False,False,evening,False,True,0,0.47
highway,1,0.74,25,night,clear,True,False,afternoon,False,True,0,0.47
urban,1,0.79,70,dim,clear,False,False,afternoon,True,True,0,0.45
urban,2,0.99,35,night,rainy,False,False,afternoon,True,True,2,0.62
highway,1,0.8,25,daylight,rainy,False,True,afternoon,False,False,2,0.43
highway,3,0.66,45,daylight,clear,False,False,afternoon,False,True,4,0.27
highway,4,0.9,45,night,rainy,False,True,afternoon,True,True,1,0.5
urban,1,0.91,60,dim,clear,False,False,evening,True,True,1,0.49
urban,4,0.97,25,daylight,clear,True,True,evening,True,True,5,0.41
rural,1,0.78,25,daylight,rainy,True,False,evening,False,False,3,0.45
urban,3,0.19,70,dim,foggy,False,False,afternoon,True,True,2,0.34
highway,1,0.71,70,night,foggy,False,False,afternoon,True,True,0,0.76
urban,1,0.08,70,daylight,foggy,False,True,afternoon,False,False,4,0.47
rural,2,0.32,25,daylight,clear,False,False,morning,True,False,1,0.15
rural,4,0.12,60,dim,clear,False,True,afternoon,True,True,4,0.35
highway,4,0.95,60,night,foggy,False,True,evening,True,False,0,0.77
highway,3,0.34,60,dim,foggy,True,True,morning,False,False,3,0.53
rural,3,0.71,60,dim,foggy,True,True,morning,True,True,3,0.59
rural,4,0.57,45,night,clear,True,True,afternoon,False,False,1,0.39
rural,2,0.11,25,daylight,clear,True,False,afternoon,True,True,0,0.07
highway,2,0.56,35,dim,rainy,True,False,evening,True,True,2,0.26
rural,4,0.66,25,daylight,rainy,False,True,evening,True,False,1,0.27
rural,1,0.88,60,daylight,rainy,True,False,afternoon,False,False,3,0.58
highway,4,0.07,45,daylight,foggy,False,False,evening,False,True,0,0.2
urban,1,0.3,45,daylight,clear,True,True,evening,False,True,2,0.0
urban,4,0.69,25,dim,rainy,True,True,afternoon,True,False,0,0.32
rural,1,0.03,35,night,rainy,False,True,evening,True,False,0,0.37
urban,2,0.2,60,daylight,rainy,False,True,morning,True,False,1,0.3
urban,4,0.22,45,daylight,rainy,True,False,morning,False,False,0,0.26
urban,3,0.67,60,daylight,foggy,True,False,evening,True,False,4,0.65
urban,1,0.29,60,night,clear,False,True,morning,False,True,0,0.41
rural,2,0.6,60,daylight,clear,True,False,evening,False,False,1,0.38
urban,3,0.97,70,night,clear,False,True,morning,False,True,1,0.76
urban,2,0.79,60,dim,rainy,True,True,evening,False,False,3,0.62
highway,1,0.33,60,night,foggy,False,False,afternoon,True,False,1,0.63
rural,4,0.47,35,daylight,foggy,False,True,evening,True,False,0,0.26
highway,2,0.2,35,dim,foggy,False,False,afternoon,True,True,3,0.3
highway,4,0.02,70,night,clear,True,False,evening,False,False,2,0.37
rural,4,0.29,70,daylight,clear,False,False,evening,False,True,0,0.2
urban,2,0.37,60,dim,foggy,True,False,afternoon,True,True,1,0.44
highway,2,0.56,45,dim,rainy,True,False,morning,True,True,2,0.34
rural,2,0.94,45,night,clear,True,False,afternoon,True,False,1,0.47
urban,4,0.95,25,daylight,clear,False,True,morning,False,False,1,0.31
rural,3,0.07,45,night,rainy,True,False,evening,True,False,1,0.36
highway,1,0.61,45,dim,rainy,False,False,morning,False,False,0,0.24
urban,3,0.04,35,dim,clear,False,False,evening,True,False,3,0.05
urban,4,0.65,25,daylight,rainy,True,True,afternoon,False,False,0,0.25
rural,2,0.12,25,dim,rainy,False,False,morning,True,False,2,0.13
urban,2,0.95,35,daylight,rainy,False,True,evening,True,True,0,0.38
highway,1,0.86,45,night,rainy,False,False,morning,True,True,3,0.58
highway,1,0.02,45,dim,rainy,True,False,afternoon,False,False,4,0.23
highway,3,0.78,25,dim,foggy,False,True,evening,True,False,1,0.35
rural,3,0.64,45,daylight,clear,False,True,afternoon,False,True,2,0.2
urban,1,0.5,25,daylight,foggy,True,False,evening,True,True,4,0.3
urban,4,0.6,45,night,foggy,False,False,morning,False,False,2,0.56
urban,3,0.68,60,daylight,foggy,False,False,morning,True,False,3,0.58
highway,2,0.88,35,dim,clear,False,True,morning,True,True,2,0.21
urban,2,0.77,70,night,clear,True,False,morning,True,False,2,0.68
highway,4,0.58,60,night,clear,False,False,afternoon,True,False,2,0.57
urban,1,0.82,45,night,foggy,False,False,evening,True,False,1,0.38
highway,3,0.99,70,daylight,clear,True,False,morning,True,True,1,0.5
urban,2,0.3,60,daylight,foggy,False,False,morning,True,False,2,0.35
rural,1,0.12,35,dim,rainy,False,True,morning,False,False,0,0.06
rural,3,0.73,70,night,clear,False,True,morning,False,True,0,0.6
highway,4,0.98,70,night,rainy,False,False,evening,False,False,1,0.75
highway,2,0.12,35,night,foggy,True,False,morning,True,True,0,0.29
urban,4,0.43,60,dim,clear,True,True,evening,False,False,3,0.44
urban,4,0.06,70,daylight,clear,True,True,afternoon,False,False,0,0.27
rural,4,0.78,35,night,rainy,False,False,morning,False,True,1,0.44
urban,3,0.95,60,daylight,foggy,False,True,morning,False,False,2,0.64
highway,4,0.5,45,daylight,foggy,False,False,afternoon,True,False,2,0.24
highway,3,0.41,25,daylight,clear,False,False,afternoon,False,False,2,0.21
highway,3,0.91,45,daylight,clear,True,False,morning,False,False,1,0.32
highway,4,0.13,45,daylight,clear,True,True,morning,True,False,2,0.0
highway,4,0.89,25,dim,clear,False,False,afternoon,False,False,1,0.28
rural,1,0.39,45,daylight,clear,True,True,evening,True,True,2,0.15
rural,2,0.56,45,night,foggy,True,True,evening,False,False,0,0.42
highway,1,0.53,35,night,clear,True,True,afternoon,True,True,3,0.51
urban,2,0.62,35,night,rainy,True,True,morning,True,True,4,0.62
highway,2,0.94,60,dim,clear,True,True,morning,False,True,2,0.47
rural,1,0.95,70,daylight,clear,False,True,morning,True,True,0,0.48
highway,1,0.83,60,night,foggy,False,True,afternoon,True,False,2,0.74
rural,2,0.19,35,night,foggy,True,True,afternoon,True,False,2,0.38
rural,2,0.33,35,night,foggy,True,True,evening,False,True,1,0.46
highway,2,0.49,25,daylight,rainy,True,True,afternoon,True,True,1,0.23
highway,3,0.91,25,night,foggy,True,True,morning,False,False,2,0.59
urban,2,0.52,35,daylight,clear,False,True,afternoon,False,False,1,0.19
rural,4,0.98,45,night,foggy,True,False,afternoon,True,False,1,0.69
urban,4,0.98,60,night,rainy,True,True,morning,True,True,2,0.75
highway,4,0.6,35,daylight,clear,True,False,morning,False,True,1,0.11
rural,1,0.88,35,night,clear,False,True,afternoon,False,True,1,0.45
urban,1,1.0,25,dim,rainy,True,False,afternoon,True,False,2,0.45
urban,1,0.85,60,daylight,foggy,True,True,morning,False,False,0,0.47
urban,2,0.66,60,night,foggy,True,True,morning,False,False,3,0.82
highway,4,0.85,70,dim,foggy,True,False,afternoon,True,False,0,0.51
highway,2,0.08,35,dim,foggy,True,True,afternoon,False,False,1,0.1
highway,3,0.63,70,daylight,rainy,True,False,evening,False,False,1,0.48
rural,3,0.22,25,night,rainy,False,True,morning,True,False,3,0.47
highway,1,0.12,70,daylight,foggy,False,True,afternoon,False,True,3,0.37
rural,3,0.89,45,dim,rainy,True,True,morning,True,True,0,0.32
urban,4,0.64,35,dim,clear,False,False,morning,True,True,0,0.19
urban,3,0.24,35,daylight,foggy,True,False,morning,True,True,1,0.23
highway,1,0.39,60,daylight,clear,False,False,morning,True,True,1,0.4
urban,2,0.97,70,night,clear,True,True,afternoon,True,True,1,0.75
highway,3,0.86,60,dim,clear,True,False,evening,True,False,0,0.39
rural,4,0.02,70,daylight,foggy,False,True,evening,False,True,0,0.29
urban,4,0.98,70,dim,foggy,False,True,afternoon,True,True,0,0.58
highway,4,0.37,25,daylight,foggy,True,False,evening,False,True,1,0.26
urban,2,0.7,70,night,rainy,True,False,morning,False,True,2,0.77
urban,4,0.71,60,dim,foggy,True,True,afternoon,False,False,2,0.53
highway,1,0.91,70,night,clear,False,True,afternoon,True,False,2,0.73
urban,1,0.89,70,night,foggy,False,True,afternoon,True,False,1,0.92
urban,4,0.28,35,dim,rainy,False,False,morning,True,False,3,0.35
urban,3,0.64,35,daylight,foggy,True,False,morning,False,False,1,0.27
urban,4,0.39,35,night,rainy,False,False,morning,True,False,3,0.46
rural,1,0.53,45,night,clear,False,False,afternoon,False,True,2,0.34
urban,1,0.55,35,dim,clear,True,False,morning,True,True,2,0.3
urban,1,0.4,45,dim,clear,False,False,afternoon,False,False,1,0.04
highway,3,0.46,45,dim,clear,False,True,morning,True,False,2,0.11
rural,3,0.21,60,night,clear,True,False,morning,False,True,0,0.54
highway,3,0.61,35,daylight,clear,False,False,morning,True,False,0,0.13
highway,1,0.76,70,daylight,rainy,True,True,morning,True,False,0,0.56
highway,2,0.43,25,dim,clear,False,True,evening,True,False,1,0.17
rural,4,0.98,70,night,foggy,True,True,morning,True,True,2,0.69
highway,4,0.06,35,night,rainy,True,False,evening,False,True,0,0.26
highway,1,0.59,70,night,rainy,True,True,afternoon,True,True,2,0.62
highway,3,0.58,35,dim,foggy,True,False,afternoon,False,True,0,0.3
urban,2,0.04,35,night,foggy,False,False,evening,False,True,1,0.31
highway,2,0.22,70,night,foggy,True,True,afternoon,False,False,2,0.56
rural,3,0.91,45,daylight,foggy,True,False,morning,True,True,0,0.35
rural,4,0.54,60,dim,foggy,True,True,evening,True,True,3,0.52
urban,4,0.44,60,dim,clear,False,False,evening,True,False,0,0.4
rural,2,0.42,60,dim,rainy,True,True,afternoon,True,False,2,0.54
rural,2,0.89,60,night,foggy,True,False,afternoon,True,False,1,0.78
urban,3,0.37,25,night,foggy,False,False,evening,False,True,4,0.49
highway,4,0.86,35,daylight,rainy,False,True,afternoon,True,True,1,0.32
urban,2,0.31,25,dim,rainy,True,True,evening,True,True,3,0.21
highway,4,0.53,60,night,clear,False,False,evening,True,True,0,0.55
highway,2,0.14,60,daylight,rainy,True,False,evening,False,False,0,0.23
rural,3,0.83,70,night,foggy,True,False,morning,True,True,1,0.77
urban,4,0.74,60,night,rainy,False,True,morning,False,True,1,0.7
rural,2,0.53,35,dim,foggy,True,True,afternoon,True,False,0,0.34
rural,2,0.03,60,dim,rainy,False,True,evening,False,False,1,0.33
highway,2,0.48,60,night,rainy,True,True,afternoon,True,False,2,0.59
rural,2,0.23,25,night,clear,True,False,morning,False,True,2,0.31
urban,3,0.41,35,night,foggy,False,False,afternoon,True,True,0,0.36
rural,4,0.86,45,night,clear,True,False,evening,True,True,1,0.46
rural,4,0.77,70,night,clear,False,False,evening,True,False,0,0.6
highway,1,0.24,45,dim,foggy,True,True,morning,False,True,2,0.2
urban,4,0.98,25,dim,rainy,True,True,evening,True,True,4,0.48
rural,1,0.9,60,night,clear,False,True,afternoon,True,False,2,0.62
highway,2,0.53,70,night,rainy,True,True,evening,True,True,2,0.69
rural,3,0.53,35,dim,rainy,False,False,morning,True,True,0,0.28
urban,3,0.9,70,night,clear,False,False,evening,False,True,1,0.72
rural,2,0.64,25,dim,clear,False,True,morning,True,False,1,0.19
rural,1,0.54,60,dim,clear,False,False,evening,True,False,2,0.37
highway,2,0.75,25,dim,rainy,False,False,morning,True,True,2,0.37
rural,3,0.24,35,dim,foggy,False,False,morning,False,False,1,0.23
highway,3,0.88,45,daylight,foggy,False,True,evening,True,True,0,0.32
urban,4,0.53,60,night,clear,False,False,afternoon,True,True,1,0.54
rural,1,0.6,60,night,rainy,False,True,morning,True,False,2,0.78
urban,4,0.09,25,night,clear,False,True,evening,False,True,0,0.26
urban,3,0.31,25,dim,rainy,True,False,afternoon,True,False,1,0.22
rural,3,0.43,25,dim,foggy,False,True,afternoon,True,False,0,0.11
highway,4,0.41,60,dim,foggy,False,True,afternoon,True,True,0,0.36
urban,4,0.78,25,night,clear,True,True,afternoon,True,False,0,0.44
urban,3,0.28,70,dim,clear,False,True,morning,False,True,4,0.43
rural,4,0.18,70,daylight,foggy,False,True,morning,False,True,3,0.38
rural,4,0.58,70,night,rainy,False,True,morning,True,False,0,0.62
rural,1,0.62,60,daylight,foggy,False,True,afternoon,True,True,1,0.45
rural,3,0.12,25,daylight,rainy,True,True,morning,False,False,0,0.14
rural,2,0.0,35,night,clear,True,True,evening,True,False,2,0.21
rural,1,0.92,25,daylight,foggy,False,True,afternoon,False,True,5,0.52
highway,2,0.08,60,daylight,clear,False,False,evening,True,False,3,0.28
urban,4,0.9,70,dim,foggy,False,False,afternoon,False,True,1,0.52
highway,4,0.4,60,daylight,clear,False,True,evening,False,False,0,0.27
highway,2,0.65,25,dim,foggy,True,True,evening,True,True,1,0.24
rural,4,0.19,60,daylight,foggy,False,False,evening,True,False,0,0.32
urban,4,0.82,35,night,clear,False,True,morning,False,False,0,0.48
highway,1,0.18,60,night,foggy,True,True,morning,True,False,1,0.55
rural,2,0.39,45,night,foggy,True,False,afternoon,True,True,4,0.48
rural,1,0.24,60,night,foggy,True,False,morning,True,True,3,0.66
urban,2,0.84,25,dim,foggy,False,False,morning,True,False,0,0.36
highway,1,0.86,45,daylight,clear,False,True,morning,True,True,0,0.28
highway,3,0.37,70,daylight,clear,True,False,afternoon,False,True,4,0.36
highway,3,0.31,25,night,foggy,False,False,afternoon,False,False,0,0.38
rural,2,0.77,35,dim,foggy,False,False,morning,True,True,0,0.36
urban,3,0.88,60,dim,clear,True,True,afternoon,False,True,3,0.62
urban,1,0.62,60,night,foggy,True,False,afternoon,True,False,2,0.66
highway,2,0.93,25,daylight,rainy,False,False,afternoon,True,False,3,0.47
rural,3,0.38,60,night,clear,False,True,morning,False,False,1,0.49
highway,3,0.15,60,daylight,foggy,True,True,morning,False,True,3,0.46
urban,2,0.18,70,night,rainy,False,True,evening,False,True,1,0.61
rural,3,0.67,60,daylight,foggy,False,True,evening,False,False,2,0.42
highway,3,0.41,60,dim,foggy,False,True,evening,False,True,1,0.47
highway,2,0.16,70,night,foggy,False,True,afternoon,True,True,0,0.61
rural,3,0.29,60,daylight,rainy,False,True,evening,False,True,0,0.39
urban,3,0.53,70,daylight,rainy,True,False,evening,False,False,0,0.46
rural,3,0.12,35,daylight,clear,False,False,afternoon,False,True,2,0.05
highway,3,0.0,60,daylight,foggy,False,True,afternoon,False,False,2,0.28
highway,4,0.92,25,dim,foggy,False,False,morning,False,True,1,0.32
highway,2,0.3,45,daylight,rainy,True,False,evening,True,True,1,0.13
highway,4,0.22,35,dim,foggy,False,True,morning,True,True,0,0.1
urban,4,0.7,60,daylight,foggy,False,False,afternoon,False,True,2,0.53
urban,1,0.85,25,dim,foggy,True,False,evening,True,False,1,0.27
highway,4,0.63,45,dim,rainy,False,False,evening,True,False,0,0.32
